OBJECTID,Name,kV,kV_Sort,Owner,Status,Circuit,Type,Legend,Length_Mile,Length_Feet,TLine_Name,Engineering_ID,Engineering_Name,Structure_Type,Structure_Material,Source,Comments,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID,Shape__Length
6368,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,6,30548.41477, , , , , ,BING, ,FTHONG,2010/06/01 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,2f9ecae4-6610-49ee-9d83-d9299c06fd10,11873.76392
6369,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,11271.00799, , , , , ,BING, ,FTHONG,2010/06/01 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,b5b8128c-3a7f-44fa-bfd6-89fbc17ff248,4383.990274
6370,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,6,33283.61191, , , , , ,BING, ,FTHONG,2010/06/01 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,eaa4f2cf-5529-471b-a176-da8662da919d,12948.21257
6371,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,3,17453.30643, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,cbba1f8b-9091-4af4-b672-e1e730ecf4a8,6792.244928
6372,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,4,21103.21703, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,73ef6b7b-5bd8-4a52-a4e0-fffa55b57f51,8213.141249
6373,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,5,23829.69073, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,72c12335-d95a-41d8-b895-406f0ca39c4c,9270.889857
6374,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,3,15246.77375,Franklin-Ehrhardt-Laguna Pointe-Franklin, ,1,Flat Pole,Wood,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,3efecde5-711d-4f7d-b7f8-dfab9c237155,5941.618748
6375,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,6,30754.00454, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,803897a6-4b77-4925-bcc6-3e75805a1827,11968.55081
6376,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,7193.071868, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,c4a70427-772a-4199-aeab-97f261994ac5,2802.339977
6377,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,1465.21568, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,ae39299a-6957-4efa-a67b-80ae1bf11ed2,570.9691595
6378,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,2433.856665, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,b351be17-e151-469e-84cc-394d16021876,948.3531575
6379,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,3,15858.94993, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,7b76f88b-9f55-4184-8049-5148d84eefb2,6182.094905
6380,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,8272.250727, , , , , ,BING,Attached to higher kv towers,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,c2b15807-13a7-4e5f-b080-638b0a134342,3225.928323
6381,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,2734.442469, , , , , ,BING,Partially attached to higher kv towers,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,c57e0a79-211c-4c37-9848-695baf3d57dc,1065.144308
6382,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,3,17800.10891, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,c507400d-01a2-4ddf-9357-637aa93b2dee,6921.649321
6383,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,12641.49776, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,351ac479-e2fd-4e9a-9b61-729cfae47ff0,4920.045806
6384,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,2481.123657, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,f7c5e421-65db-4574-bd61-2566d0e36b35,965.4259123
6385,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,352.6067794, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,8f3adeb4-a478-44f9-8753-41ed053525a5,137.2716075
6386,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,4074.850698, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,54aacd95-2d6e-49db-a3f9-123d983dd788,1586.350271
6387,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,2911.443798, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,4dfeb738-b210-42dd-8ebd-093e2962904f,1133.688095
6388,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,3,17460.04498, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,99df70b8-fc7b-480a-a048-fb9d46720283,6798.953124
6389,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,3,17719.13746,Grantline-Siefker-Bradshaw-Grant Line, ,1,Post-T,Wood,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,e2d599c7-745a-4bf3-95be-b248439d5768,6899.182595
6390,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,5,28282.2337, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,f1f4e77a-6337-429c-9472-73ded397a4fe,11026.3383
6391,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,12369.40048,Hedge Tap-Knox-Florin, ,1,Flat Pole,Wood,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,8a5aa256-139a-481c-b4bf-3c1c650aabf9,4818.704196
6392,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,640.2017264, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,ef76efb5-d014-4d45-a1e3-c745aa2cfc83,249.677632
6393,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,3,13559.04255,West Stockton Tap-Promanade, ,1,Post-T,Wood,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,ad6923d4-edb3-4b39-a84b-1f1c8978af1f,5279.622683
6394,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,8803.018146,Morgan Hills-Sonoma Hills-Sheldon, ,1,Flat Pole,Wood,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,7f5bd8a7-0322-4e20-b6cc-fdf9370f91bd,3430.57817
6395,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,7720.715524, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,8efb64b0-a758-4e53-b417-427352567bdd,3009.701334
6396,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,3889.264956, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,28688b40-798a-46d2-ab90-92d3a7fa29f8,1514.994412
6397,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,11103.7592, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,64049507-a723-4b55-992a-92d6400c936b,4324.463262
6398,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,5678.571878, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,01a99d0b-384d-4ff2-b221-8887e05d4b9c,2210.390944
6399,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,7689.835803, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,3b7cc6e0-cedc-497d-a35a-b60bb50097a1,2995.731044
6400,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,10849.84736, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,432f16ea-0a11-4879-b7f6-0a616354d9ab,4227.46176
6401,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,12135.99333, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,259064bb-1280-4dc2-9eab-74dcc2d58350,4725.519779
6402,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,492.3645266, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,8637e559-2f31-4ce7-9a79-22efd32da07c,191.9562778
6403,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,7,34350.03915, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,f64d0f79-bd8d-40e5-9be5-750a2f09a2ca,13379.40233
6404,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,11999.65384, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,34d193c0-ca23-462c-b0db-f7e452af6f9b,4676.456509
6405,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,1393.855893, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,4053caaa-f5ee-4fe9-b79a-253a0c677a01,543.4736009
6406,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,7956.311693, , , , , ,BING,Attached to higher kv towers,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,243bd2a6-e146-46e0-befb-2807cd47823f,3099.360304
6407,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,8002.029448, , , , , ,BING,Attached to higher kv towers,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:03+00,ef3047cc-2803-46dd-b776-8401c8e0c9a4,3117.195371
6408,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,7521.34401, , , , , ,BING,Partially attached to higher kv towers,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,dcaf7dd0-307e-438d-a842-52b379e87f89,2929.929627
6409,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,6026.05048, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,f28f6406-d8ae-4650-81db-a523a04bc586,2350.870455
6410,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,4,19035.58976,White Rock-Sunrise-Anatolia, ,1,Flat Pole,Wood,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,eac3ce58-08be-4de0-a6b0-8576c6ae9de4,7428.750568
6411,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,6,30522.73851, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,12bb9b0f-5822-410e-8b01-eeee77db40ca,11910.77323
6412,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,8590.703572, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,ef5d473c-8ef8-4a5f-83d9-cdfd38bee941,3353.86884
6413,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,6664.902546, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,0a39ed32-ece8-409e-b0ae-e440d479856b,2603.37766
6414,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,12766.23561, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,cffce303-d244-4620-9c5c-28b15a6cec1e,4988.636112
6415,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,7840.157688,Folsom Prison-Cimmaron-E Natomas Tap, ,1,Post-T,Wood,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,c65a3ae3-70c4-4010-8116-1a02dd76f4f4,3063.932417
6416,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,4401.340256, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,ffb64bf7-c208-40b3-999a-dd1341dbf02b,1718.932028
6417,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,8997.15446, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,b4d7e116-1ce8-4fd3-baad-91680e6561d0,3514.946501
6418,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,3906.412824, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,2e2988ca-44c3-4ebe-b637-6117b41b0c28,1524.975875
6419,SMUD 60kV,60,60,SMUD,Operational,Double,OH,SMUD_60kV,3,17800.39225, , , ,Suspension Pole,Wood,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,516dfc45-c676-4922-bd28-6e851915f5ee,6950.983503
6420,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,6092.075051, , , , , ,BING,Tap to 115kv pole,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,0c94d198-c0ab-44fa-80c2-8bc25ab9c959,2379.617937
6421,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,478.2711279, , , , , ,BING, ,FTHONG,2010/06/02 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,098cced4-ade9-4ddf-ba7e-785a76a92e90,186.7454942
6422,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,4,22414.7093, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,3c3a5816-a8aa-4e11-bf02-a145dd778314,8756.169814
6423,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,6969.892184, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,0d99e0b7-783d-4d3d-88c8-e9b3997d15b5,2723.553242
6424,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,4898.750934, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,7ffaf012-12f3-43b5-b7e4-cf9b64907a40,1914.048391
6425,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,4386.934098, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,ff967979-8abb-432b-8c0d-6a433ecb28a3,1714.74798
6426,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,9307.950455, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,fc72a322-2ce3-4cc5-ae0c-a91f8450cdd6,3634.979888
6427,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,4172.858231, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,ae4722ef-9dfc-404f-becc-66e0b57c9623,1631.130684
6428,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,9329.518869, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,6edd9399-a18e-4fa5-94b2-9405b38238ac,3647.910541
6429,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,7939.512601, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,c9474a82-e27b-46d8-ad5d-5c6fc9f79132,3099.899386
6430,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,5308.561982, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,c9fe0e09-7825-41b7-b74d-188eb95b689c,2075.913541
6431,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,10162.77991, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,e67d3ed5-6352-49dc-8f7d-c0dcccf566cb,3968.180705
6432,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,617.6741309, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,a40db5c7-8756-4206-9aa0-4ba1c7d6a67d,241.3259091
6433,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,2159.549401, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,b4fe8297-e08a-4c0a-93b5-768aed597d70,843.1592906
6434,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,8347.190861, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,3b243c1d-5b5c-4670-9ed8-f83ef1c721e2,3260.523881
6435,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,9332.872434, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,f457ce98-5ab4-4e80-a7d8-d5ce34c695ff,3646.884155
6436,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,10960.17855, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,b9bd85a7-9c6d-405a-817f-568a896fbd47,4278.481622
6437,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,9920.159703, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,335f18d2-30a2-4526-bad0-2e61d9e69753,3875.584901
6438,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,2037.645828, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,1b508421-4c23-4a62-b9fe-f6e9e7e55314,795.8793052
6439,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,9141.370871, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,3c6badf9-9cce-44f6-84b8-e66873bf366c,3573.742672
6440,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,11750.6178, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,af62be88-dddc-4188-b69a-2d9efe71d748,4590.383321
6441,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,4976.0812, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,1d8f9fe1-2fbd-4b37-a907-29aa5d0278fb,1943.799909
6442,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,3562.560309, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,a2e6557a-1de8-4ca6-af96-215485dedc29,1391.63112
6443,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,5,26773.84278, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,53af54b3-89d3-4495-b2eb-47b94aa83b8b,10447.83615
6444,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,3058.271109, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,3f52244a-e2fb-42ce-a5ba-2191ea34c8c7,1193.991742
6445,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,10529.37518, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,94e916b0-98cf-4454-8c95-293f55f05acc,4110.208523
6446,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,5204.35295, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,a2bcb602-2ee3-4d7f-98eb-c1b38d9f8960,2031.708168
6447,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,6822.151641, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,5f4dbbdd-c478-45d5-9809-e97cfda16620,2664.313753
6448,SMUD 60kV,60,60,SMUD,Operational,Double,OH,SMUD_60kV,1,3316.734957,Macy Plaza Tap-Sunrise Cntr. Tap, ,1,Suspension Pole,Wood,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,6fcfd4fa-e8b7-4f86-b172-1a3d2971d457,1296.667398
6449,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,3,14504.6951, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,d58c449e-290a-4b53-b531-8ef5683de71d,5663.703377
6450,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,264.2637337, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,52efb409-1d99-46a1-8faf-be1860ad855d,103.2676277
6451,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,10330.48817, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,1fe7286d-a606-40cc-9ec8-c00f0d6025c6,4031.161867
6452,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,5889.398432, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,26fa3242-abf4-4e7b-8220-60b85e4b6220,2299.800138
6453,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,1996.828534, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,5e1a7e98-15dd-4ba2-a21a-19d66e05878e,779.7237391
6454,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,9379.522202, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,2b8f74c3-a345-4562-89cf-67f1a48a37da,3658.196467
6455,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,7925.64002, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:04+00,66a3b4dd-e1f4-45f3-9dde-98f13a0d30df,3095.599535
6456,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,0,2502.023713, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:06+00,d764dbba-2c39-40c1-999b-8c17d70d72bb,976.3809774
6457,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,4958.807585, , , , , ,BING, ,FTHONG,2010/06/03 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:06+00,2679f3ec-0454-47cf-b43e-4906a4c989ed,1934.081442
6458,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,3,16090.81217, , , , , ,BING, ,FTHONG,2010/06/04 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:06+00,74add4b0-0ce1-4b89-a0be-a940eed7c958,6280.253709
6459,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,4,23514.13119, , , , , ,BING, ,FTHONG,2010/06/04 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:06+00,1afc109f-ef2a-4ed7-b509-cfd4a71a16bd,9178.902344
6460,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,1,7527.328611, , , , , ,BING, ,FTHONG,2010/06/04 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:06+00,9e3a6d6c-bb7a-410c-ad75-d3882fa68149,2939.321936
6461,SMUD 60kV,60,60,SMUD,Operational,Single,OH,SMUD_60kV,2,10616.33569, , , , , ,BING, ,FTHONG,2010/06/04 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:06+00,a3a50201-739f-441b-a553-3ce54a40298c,4147.197545
