OBJECTID,Name,kV,kV_Sort,Owner,Status,Circuit,Type,Legend,Length_Mile,Length_Feet,TLine_Name,Engineering_ID,Engineering_Name,Structure_Type,Structure_Material,Source,Comments,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID,Shape__Length
777,PG&E 500kV,500,500,PG&E,Operational,Single,OH,PG&E_500kV,0,2432.994039, , , , , ,Digital Globe, ,TDAVID; MSNYDER,2008/11/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:23+00,d9500d18-3ab6-4564-9a6d-3d6f13e0e8f4,910.8790456
778,PG&E 500kV,500,500,PG&E,Operational,Single,OH,PG&E_500kV,83,439439.659, , , , , ,Digital Globe, ,TDAVID; MSNYDER,2008/11/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:23+00,62e8a7d9-cdc3-47b1-bc10-ad28f16b9503,164017.3054
779,PG&E 500kV,500,500,PG&E,Operational,Single,OH,PG&E_500kV,0,1144.880076, , , , , ,Digital Globe, ,TDAVID; MSNYDER,2008/11/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:23+00,89f67876-874e-4aff-a1c2-c5cccf3b7a7f,427.5895015
780,PG&E 500kV,500,500,PG&E,Operational,Single,OH,PG&E_500kV,0,1049.804055, , , , , ,Digital Globe, ,TDAVID; MSNYDER,2008/11/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:23+00,faa76307-1ad1-4e36-8464-871a154c5ccc,392.0392453
781,PG&E 500kV,500,500,PG&E,Operational,Single,OH,PG&E_500kV,0,938.5024642, , , , , ,Digital Globe, ,TDAVID; MSNYDER,2008/11/10 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:23+00,7b3074a5-1120-4662-bfb9-b8a3fa6feede,350.449409
782,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,23,122047.8984, , , , , ,Digital Globe, ,MTUCK,2008/11/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:23+00,6a37bc73-9bed-42dc-86b4-4a80363b5e1f,47128.28501
783,PG&E 230kV,230,230,PG&E,Operational,Double,OH,PG&E_230kV,0,1783.545857, , , , , ,Digital Globe, ,MTUCK,2008/11/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:23+00,bf6da456-1cde-46be-88b5-dae648118387,687.7893226
784,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,0,1505.331818, , , , , ,Digital Globe,Changed from 115 to 60kv,MTUCK,2008/11/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:24+00,5bcae2f5-af0d-4c89-b24f-d32122eb50ea,582.7308221
785,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,0,123.9219295, , , , , ,Digital Globe,Changed from 115 to 60kv,MTUCK,2008/11/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:24+00,2ed6ac7d-0491-4370-84f9-46bab75ca56c,47.98382244
786,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,0,138.4409815, , , , , ,Digital Globe,Changed from 115 to 60kv,MTUCK,2008/11/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:24+00,e22389a0-6860-4f30-a29c-36f2e99878bf,53.63365798
787,PG&E 60kV,60,60,PG&E,Operational,Single,OH,PG&E_60_70kV,0,135.5075459, , , , , ,Digital Globe,Changed from 115 to 60kv,MTUCK,2008/11/24 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:27:24+00,1ba3ec00-1940-43a4-bd6d-63adb9bf2328,52.43096094
